State,County,Cnt
Missouri,Barry,7
Missouri,Barton,3
Missouri,Bates,4
Missouri,Benton,6
Missouri,Bollinger,3
Missouri,Boone,29
Missouri,Buchanan,25
Missouri,Butler,10
Missouri,Caldwell,2
Missouri,Callaway,8
Missouri,Camden,11
Missouri,"Cape Girardeau",16
Missouri,Carroll,3
Missouri,Carter,2
Missouri,Cass,20
Missouri,Cedar,3
Missouri,Chariton,3
Missouri,Christian,14
Missouri,Clark,3
Missouri,Clay,44
Missouri,Clinton,4
Missouri,Cole,15
Missouri,Cooper,5
Missouri,Crawford,6
Missouri,Dade,2
Missouri,Dallas,3
Missouri,Daviess,2
Missouri,DeKalb,2
Missouri,Dent,4
Missouri,Douglas,3
Missouri,Dunklin,10
Missouri,Franklin,17
Missouri,Gasconade,5
Missouri,Gentry,2
Missouri,Greene,62
Missouri,Grundy,4
Missouri,Harrison,3
Missouri,Henry,6
Missouri,Hickory,3
Missouri,Holt,3
Missouri,Howard,3
Missouri,Howell,8
Missouri,Iron,4
Missouri,Jackson,199
Missouri,Jasper,22
Missouri,Jefferson,42
Missouri,Johnson,9
Missouri,Knox,2
Missouri,Laclede,6
Missouri,Lafayette,7
Missouri,Lawrence,7
Missouri,Lewis,4
Missouri,Lincoln,7
Missouri,Linn,5
Missouri,Livingston,5
Missouri,Macon,5
Missouri,Madison,3
Missouri,Maries,3
Missouri,Marion,8
Missouri,McDonald,4
Missouri,Mercer,2
Missouri,Miller,5
Missouri,Mississippi,4
Missouri,Moniteau,4
Missouri,Monroe,3
Missouri,Montgomery,4
Missouri,Morgan,5
Missouri,"New Madrid",6
Missouri,Newton,12
Missouri,Nodaway,5
Missouri,Oregon,3
Missouri,Osage,4
Missouri,Ozark,2
Missouri,Pemiscot,6
Missouri,Perry,5
Missouri,Pettis,11
Missouri,Phelps,10
Missouri,Pike,5
Missouri,Platte,20
Missouri,Polk,4
Missouri,Pulaski,9
Missouri,Putnam,2
Missouri,Ralls,3
Missouri,Randolph,6
Missouri,Ray,4
Missouri,Reynolds,2
Missouri,Ripley,4
Missouri,Saline,8
Missouri,Schuyler,2
Missouri,Scotland,2
Missouri,Scott,10
Missouri,Shannon,2
Missouri,Shelby,3
Missouri,"St. Charles",79
Missouri,"St. Clair",3
Missouri,"St. Francois",11
Missouri,"St. Louis",199
Missouri,"St. Louis City",106
Missouri,"Ste. Genevieve",4
Missouri,Stoddard,8
Missouri,Stone,6
Missouri,Sullivan,3
Missouri,Taney,10
Missouri,Texas,4
Missouri,Vernon,6
Missouri,Warren,5
Missouri,Washington,5
Missouri,Wayne,4
Missouri,Webster,8
Missouri,Worth,1
Missouri,Wright,4
Montana,Beaverhead,3
Montana,"Big Horn",5
Montana,Blaine,4
Montana,Broadwater,2
Montana,Carbon,5
Montana,Carter,1
Montana,Cascade,22
Montana,Chouteau,2
Montana,Custer,6
Montana,Daniels,1
Montana,Dawson,3
Montana,"Deer Lodge",3
Montana,Fallon,1
Montana,Fergus,2
Montana,Flathead,19
Montana,Gallatin,22
Montana,Garfield,1
Montana,Glacier,4
Montana,"Golden Valley",1
Montana,Granite,1
Montana,Hill,6
Montana,Jefferson,3
Montana,"Judith Basin",1
Montana,Lake,8
Montana,"Lewis and Clark",14
Montana,Liberty,1
Montana,Lincoln,5
Montana,Madison,3
Montana,McCone,1
Montana,Meagher,1
Montana,Mineral,2
Montana,Missoula,20
Montana,Musselshell,2
Montana,Park,6
Montana,Petroleum,1
Montana,Phillips,1
Montana,Pondera,2
Montana,"Powder River",1
Montana,Powell,2
Montana,Prairie,1
Montana,Ravalli,10
Montana,Richland,4
Montana,Roosevelt,3
Montana,Rosebud,4
Montana,Sanders,3
Montana,Sheridan,2
Montana,"Silver Bow",8
Montana,Stillwater,3
Montana,"Sweet Grass",1
Montana,Teton,3
Montana,Toole,3
Montana,Treasure,1
Montana,Valley,3
Montana,Wheatland,1
Montana,Wibaux,1
Montana,Yellowstone,32
Nebraska,Adams,9
Nebraska,Antelope,3
Nebraska,Arthur,1
Nebraska,Banner,1
Nebraska,Blaine,1
Nebraska,Boone,2
Nebraska,"Box Butte",3
Nebraska,Boyd,1
Nebraska,Brown,1
Nebraska,Buffalo,11
Nebraska,Burt,3
Nebraska,Butler,3
Nebraska,Cass,6
Nebraska,Cedar,2
Nebraska,Chase,1
Nebraska,Cherry,2
Nebraska,Cheyenne,3
Nebraska,Clay,2
Nebraska,Colfax,3
Nebraska,Cuming,3
Nebraska,Custer,4
Nebraska,Dakota,4
Nebraska,Dawes,2
Nebraska,Dawson,7
Nebraska,Deuel,1
Nebraska,Dixon,2
Nebraska,Dodge,9
Nebraska,Douglas,156
Nebraska,Dundy,1
Nebraska,Fillmore,2
Nebraska,Franklin,2
Nebraska,Frontier,1
Nebraska,Furnas,1
Nebraska,Gage,7
Nebraska,Garden,1
Nebraska,Garfield,1
Nebraska,Gosper,1
Nebraska,Grant,1
Nebraska,Greeley,1
Nebraska,Hall,14
Nebraska,Hamilton,3
Nebraska,Harlan,1
Nebraska,Hayes,1
Nebraska,Hitchcock,1
Nebraska,Holt,4
Nebraska,Hooker,1
Nebraska,Howard,2
Nebraska,Jefferson,3
Nebraska,Johnson,2
Nebraska,Kearney,2
Nebraska,Keith,3
Nebraska,"Keya Paha",1
Nebraska,Kimball,1
Nebraska,Knox,3
Nebraska,Lancaster,74
Nebraska,Lincoln,8
Nebraska,Logan,1
Nebraska,Loup,1
Nebraska,Madison,9
Nebraska,McPherson,1
Nebraska,Merrick,3
Nebraska,Morrill,1
Nebraska,Nance,1
Nebraska,Nemaha,2
Nebraska,Nuckolls,2
Nebraska,Otoe,5
Nebraska,Pawnee,1
Nebraska,Perkins,1
Nebraska,Phelps,3
Nebraska,Pierce,2
Nebraska,Platte,7
Nebraska,Polk,2
Nebraska,"Red Willow",3
Nebraska,Richardson,3
Nebraska,Rock,1
Nebraska,Saline,4
Nebraska,Sarpy,43
Nebraska,Saunders,5
Nebraska,"Scotts Bluff",11
Nebraska,Seward,4
Nebraska,Sheridan,2
Nebraska,Sherman,1
Nebraska,Sioux,1
Nebraska,Stanton,2
Nebraska,Thayer,2
Nebraska,Thomas,1
Nebraska,Thurston,2
Nebraska,Valley,2
Nebraska,Washington,5
Nebraska,Wayne,2
Nebraska,Webster,2
Nebraska,Wheeler,1
Nebraska,York,4
Nevada,"Carson City",14
Nevada,Churchill,7
Nevada,Clark,487
Nevada,Douglas,17
Nevada,Elko,14
Nevada,Esmeralda,1
Nevada,Eureka,1
Nevada,Humboldt,4
Nevada,Lander,1
Nevada,Lincoln,2
Nevada,Lyon,10
Nevada,Mineral,2
Nevada,Nye,10
Nevada,Pershing,1
Nevada,Storey,1
Nevada,Washoe,112
Nevada,"White Pine",3
"New Hampshire",Belknap,15
"New Hampshire",Carroll,11
"New Hampshire",Cheshire,16
"New Hampshire",Coos,11
"New Hampshire",Grafton,19
"New Hampshire",Hillsborough,86
"New Hampshire",Merrimack,36
"New Hampshire",Rockingham,66
"New Hampshire",Strafford,25
"New Hampshire",Sullivan,10
"New Jersey",Atlantic,69
"New Jersey",Bergen,179
"New Jersey",Burlington,114
"New Jersey",Camden,127
"New Jersey","Cape May",32
"New Jersey",Cumberland,35
"New Jersey",Essex,210
"New Jersey",Gloucester,63
"New Jersey",Hudson,166
"New Jersey",Hunterdon,26
"New Jersey",Mercer,77
"New Jersey",Middlesex,175
"New Jersey",Monmouth,144
"New Jersey",Morris,100
"New Jersey",Ocean,126
"New Jersey",Passaic,100
"New Jersey",Salem,24
"New Jersey",Somerset,68
"New Jersey",Sussex,41
"New Jersey",Union,108
"New Jersey",Warren,23
"New Mexico",Bernalillo,153
"New Mexico",Catron,1
"New Mexico",Chaves,16
"New Mexico",Cibola,7
"New Mexico",Colfax,3
"New Mexico",Curry,12
"New Mexico","De Baca",1
"New Mexico","Dona Ana",41
"New Mexico",Eddy,12
"New Mexico",Grant,8
"New Mexico",Guadalupe,1
"New Mexico",Harding,1
"New Mexico",Hidalgo,2
"New Mexico",Lea,18
"New Mexico",Lincoln,5
"New Mexico","Los Alamos",4
"New Mexico",Luna,6
"New Mexico",McKinley,17
"New Mexico",Mora,1
"New Mexico",Otero,16
"New Mexico",Quay,3
"New Mexico","Rio Arriba",9
"New Mexico",Roosevelt,5
"New Mexico","San Juan",33
"New Mexico","San Miguel",7
"New Mexico",Sandoval,28
"New Mexico","Santa Fe",50
"New Mexico",Sierra,4
"New Mexico",Socorro,6
"New Mexico",Taos,6
"New Mexico",Torrance,4
"New Mexico",Union,1
"New Mexico",Valencia,18
"New York",Albany,75
"New York",Allegany,13
"New York",Bronx,339
"New York",Broome,55
"New York",Cattaraugus,21
"New York",Cayuga,20
"New York",Chautauqua,35
"New York",Chemung,22
"New York",Chenango,12
"New York",Clinton,19
"New York",Columbia,21
"New York",Cortland,12
"New York",Delaware,14
"New York",Dutchess,79
"New York",Erie,237
"New York",Essex,13
"New York",Franklin,14
"New York",Fulton,15
"New York",Genesee,15
"New York",Greene,15
"New York",Hamilton,4
"New York",Herkimer,19
"New York",Jefferson,26
"New York",Kings,760
"New York",Lewis,7
"New York",Livingston,15
"New York",Madison,16
"New York",Monroe,192
"New York",Montgomery,16
"New York",Nassau,280
"New York","New York",288
"New York",Niagara,61
"New York",Oneida,74
"New York",Onondaga,140
"New York",Ontario,25
"New York",Orange,79
"New York",Orleans,11
"New York",Oswego,29
"New York",Otsego,17
"New York",Putnam,19
"New York",Queens,669
"New York",Rensselaer,42
"New York",Richmond,109
"New York",Rockland,65
"New York",Saratoga,50
"New York",Schenectady,43
"New York",Schoharie,8
"New York",Schuyler,5
"New York",Seneca,10
"New York","St. Lawrence",28
"New York",Steuben,30
"New York",Suffolk,322
"New York",Sullivan,24
"New York",Tioga,10
"New York",Tompkins,23
"New York",Ulster,47
"New York",Warren,19
"New York",Washington,17
"New York",Wayne,23
"New York",Westchester,223
"New York",Wyoming,11
"New York",Yates,5
"North Carolina",Alamance,36
"North Carolina",Alexander,7
"North Carolina",Alleghany,3
"North Carolina",Anson,6
"North Carolina",Ashe,6
"North Carolina",Avery,5
"North Carolina",Beaufort,11
"North Carolina",Bertie,4
"North Carolina",Bladen,6
"North Carolina",Brunswick,33
"North Carolina",Buncombe,56
"North Carolina",Burke,18
"North Carolina",Cabarrus,37
"North Carolina",Caldwell,17
"North Carolina",Camden,2
"North Carolina",Carteret,38
"North Carolina",Caswell,6
"North Carolina",Catawba,31
"North Carolina",Chatham,13
"North Carolina",Cherokee,7
"North Carolina",Chowan,3
"North Carolina",Clay,2
"North Carolina",Cleveland,22
"North Carolina",Columbus,13
"North Carolina",Craven,21
"North Carolina",Cumberland,68
"North Carolina",Currituck,8
"North Carolina",Dare,11
"North Carolina",Davidson,34
"North Carolina",Davie,7
"North Carolina",Duplin,11
"North Carolina",Durham,60
"North Carolina",Edgecombe,14
"North Carolina",Forsyth,93
"North Carolina",Franklin,12
"North Carolina",Gaston,65
"North Carolina",Gates,3
"North Carolina",Graham,3
"North Carolina",Granville,13
"North Carolina",Greene,4
"North Carolina",Guilford,119
"North Carolina",Halifax,12
"North Carolina",Harnett,27
"North Carolina",Haywood,16
"North Carolina",Henderson,27
"North Carolina",Hertford,5
"North Carolina",Hoke,9
"North Carolina",Hyde,2
"North Carolina",Iredell,44
"North Carolina",Jackson,9
"North Carolina",Johnston,25
"North Carolina",Jones,3
"North Carolina",Lee,13
"North Carolina",Lenoir,15
"North Carolina",Lincoln,18
"North Carolina",Macon,9
"North Carolina",Madison,6
"North Carolina",Martin,6
"North Carolina",McDowell,10
"North Carolina",Mecklenburg,233
"North Carolina",Mitchell,4
"North Carolina",Montgomery,6
"North Carolina",Moore,18
"North Carolina",Nash,18
"North Carolina","New Hanover",45
"North Carolina",Northampton,5
"North Carolina",Onslow,32
"North Carolina",Orange,28
"North Carolina",Pamlico,4
"North Carolina",Pasquotank,10
"North Carolina",Pender,16
"North Carolina",Perquimans,3
"North Carolina",Person,7
"North Carolina",Pitt,32
"North Carolina",Polk,7
"North Carolina",Randolph,28
"North Carolina",Richmond,11
"North Carolina",Robeson,31
"North Carolina",Rockingham,21
"North Carolina",Rowan,30
"North Carolina",Rutherford,13
"North Carolina",Sampson,11
"North Carolina",Scotland,7
"North Carolina",Stanly,13
"North Carolina",Stokes,9
"North Carolina",Surry,22
"North Carolina",Swain,5
"North Carolina",Transylvania,7
"North Carolina",Tyrrell,1
"North Carolina",Union,41
"North Carolina",Vance,10
"North Carolina",Wake,187
"North Carolina",Warren,6
"North Carolina",Washington,3
"North Carolina",Watauga,13
"North Carolina",Wayne,26
"North Carolina",Wilkes,14
"North Carolina",Wilson,19
"North Carolina",Yadkin,7
"North Carolina",Yancey,5
"North Dakota",Adams,1
"North Dakota",Barnes,4
"North Dakota",Benson,4
"North Dakota",Billings,1
"North Dakota",Bottineau,3
"North Dakota",Bowman,2
"North Dakota",Burke,1
"North Dakota",Burleigh,19
"North Dakota",Cass,33
"North Dakota",Cavalier,2
"North Dakota",Dickey,3
"North Dakota",Divide,1
"North Dakota",Dunn,1
"North Dakota",Eddy,1
"North Dakota",Emmons,1
"North Dakota",Foster,1
"North Dakota","Golden Valley",1
"North Dakota","Grand Forks",18
"North Dakota",Grant,1
"North Dakota",Griggs,1
"North Dakota",Hettinger,2
"North Dakota",Kidder,1
"North Dakota",LaMoure,2
"North Dakota",Logan,1
"North Dakota",McHenry,2
"North Dakota",McIntosh,1
"North Dakota",McKenzie,4
"North Dakota",McLean,2
"North Dakota",Mercer,3
"North Dakota",Morton,5
"North Dakota",Mountrail,3
"North Dakota",Nelson,1
"North Dakota",Oliver,1
"North Dakota",Pembina,5
"North Dakota",Pierce,2
"North Dakota",Ramsey,3
"North Dakota",Ransom,3
"North Dakota",Renville,1
"North Dakota",Richland,6
"North Dakota",Rolette,4
"North Dakota",Sargent,2
"North Dakota",Sheridan,1
"North Dakota",Sioux,2
"North Dakota",Slope,1
"North Dakota",Stark,8
"North Dakota",Steele,1
"North Dakota",Stutsman,6
"North Dakota",Towner,1
"North Dakota",Traill,4
"North Dakota",Walsh,6
"North Dakota",Ward,13
"North Dakota",Wells,2
"North Dakota",Williams,7
Ohio,Adams,6
Ohio,Allen,33
Ohio,Ashland,11
Ohio,Ashtabula,25
Ohio,Athens,15
Ohio,Auglaize,11
Ohio,Belmont,20
Ohio,Brown,9
Ohio,Butler,80
Ohio,Carroll,7
Ohio,Champaign,10
Ohio,Clark,44
Ohio,Clermont,40
Ohio,Clinton,9
Ohio,Columbiana,24
Ohio,Coshocton,10
Ohio,Crawford,13
Ohio,Cuyahoga,447
Ohio,Darke,12
Ohio,Defiance,9
Ohio,Delaware,35
Ohio,Erie,19
Ohio,Fairfield,28
Ohio,Fayette,7
Ohio,Franklin,284
Ohio,Fulton,9
Ohio,Gallia,7
Ohio,Geauga,21
Ohio,Greene,35
Ohio,Guernsey,10
Ohio,Hamilton,222
Ohio,Hancock,13
Ohio,Hardin,7
Ohio,Harrison,5
Ohio,Henry,7
Ohio,Highland,9
Ohio,Hocking,7
Ohio,Holmes,8
Ohio,Huron,13
Ohio,Jackson,7
Ohio,Jefferson,23
Ohio,Knox,12
Ohio,Lake,59
Ohio,Lawrence,16
Ohio,Licking,32
Ohio,Logan,11
Ohio,Lorain,73
Ohio,Lucas,127
Ohio,Madison,12
Ohio,Mahoning,70
Ohio,Marion,18
Ohio,Medina,37
Ohio,Meigs,6
Ohio,Mercer,9
Ohio,Miami,21
Ohio,Monroe,4
Ohio,Montgomery,153
Ohio,Morgan,4
Ohio,Morrow,6
Ohio,Muskingum,19
Ohio,Noble,3
Ohio,Ottawa,13
Ohio,Paulding,5
Ohio,Perry,6
Ohio,Pickaway,13
Ohio,Pike,6
Ohio,Portage,35
Ohio,Preble,12
Ohio,Putnam,7
Ohio,Richland,30
Ohio,Ross,17
Ohio,Sandusky,15
Ohio,Scioto,20
Ohio,Seneca,14
Ohio,Shelby,10
Ohio,Stark,86
Ohio,Summit,135
Ohio,Trumbull,55
Ohio,Tuscarawas,21
Ohio,Union,10
Ohio,"Van Wert",9
Ohio,Vinton,3
Ohio,Warren,33
Ohio,Washington,16
Ohio,Wayne,32
Ohio,Williams,9
Ohio,Wood,28
Ohio,Wyandot,6
Oklahoma,Adair,5
Oklahoma,Alfalfa,3
Oklahoma,Atoka,4
Oklahoma,Beaver,3
Oklahoma,Beckham,4
Oklahoma,Blaine,5
Oklahoma,Bryan,11
Oklahoma,Caddo,8
Oklahoma,Canadian,29
Oklahoma,Carter,11
Oklahoma,Cherokee,9
Oklahoma,Choctaw,5
Oklahoma,Cimarron,2
Oklahoma,Cleveland,62
Oklahoma,Coal,2
Oklahoma,Comanche,32
Oklahoma,Cotton,2
Oklahoma,Craig,5
Oklahoma,Creek,21
Oklahoma,Custer,5
Oklahoma,Delaware,9
Oklahoma,Dewey,3
Oklahoma,Ellis,2
Oklahoma,Garfield,12
Oklahoma,Garvin,9
Oklahoma,Grady,10
Oklahoma,Grant,2
Oklahoma,Greer,2
Oklahoma,Harmon,1
Oklahoma,Harper,2
Oklahoma,Haskell,4
Oklahoma,Hughes,5
Oklahoma,Jackson,8
Oklahoma,Jefferson,3
Oklahoma,Johnston,3
Oklahoma,Kay,11
Oklahoma,Kingfisher,4
Oklahoma,Kiowa,3
Oklahoma,Latimer,3
Oklahoma,"Le Flore",12
Oklahoma,Lincoln,7
Oklahoma,Logan,8
Oklahoma,Love,3
Oklahoma,Major,3
Oklahoma,Marshall,4
Oklahoma,Mayes,9
Oklahoma,McClain,6
Oklahoma,McCurtain,8
Oklahoma,McIntosh,6
Oklahoma,Murray,3
Oklahoma,Muskogee,16
Oklahoma,Noble,4
Oklahoma,Nowata,4
Oklahoma,Okfuskee,4
Oklahoma,Oklahoma,241
Oklahoma,Okmulgee,10
Oklahoma,Osage,11
Oklahoma,Ottawa,9
Oklahoma,Pawnee,5
Oklahoma,Payne,17
Oklahoma,Pittsburg,13
Oklahoma,Pontotoc,10
Oklahoma,Pottawatomie,16
Oklahoma,Pushmataha,3
Oklahoma,"Roger Mills",1
Oklahoma,Rogers,28
Oklahoma,Seminole,9
Oklahoma,Sequoyah,9
Oklahoma,Stephens,11
Oklahoma,Texas,5
Oklahoma,Tillman,5
Oklahoma,Tulsa,175
Oklahoma,Wagoner,22
Oklahoma,Washington,13
Oklahoma,Washita,4
Oklahoma,Woods,3
Oklahoma,Woodward,5
Oregon,Baker,6
Oregon,Benton,18
Oregon,Clackamas,80
Oregon,Clatsop,12
Oregon,Columbia,10
Oregon,Coos,13
Oregon,Crook,4
Oregon,Curry,6
Oregon,Deschutes,24
Oregon,Douglas,22
Oregon,Gilliam,1
Oregon,Grant,2
Oregon,Harney,2
Oregon,"Hood River",4
Oregon,Jackson,41
Oregon,Jefferson,6
Oregon,Josephine,16
Oregon,Klamath,20
Oregon,Lake,2
Oregon,Lane,86
Oregon,Lincoln,18
Oregon,Linn,21
Oregon,Malheur,8
Oregon,Marion,58
Oregon,Morrow,2
Oregon,Multnomah,171
Oregon,Polk,12
Oregon,Sherman,1
Oregon,Tillamook,8
Oregon,Umatilla,15
Oregon,Union,8
Oregon,Wallowa,3
Oregon,Wasco,8
Oregon,Washington,104
Oregon,Wheeler,1
Oregon,Yamhill,17
Pennsylvania,Adams,23
Pennsylvania,Allegheny,402
Pennsylvania,Armstrong,19
Pennsylvania,Beaver,51
Pennsylvania,Bedford,11
Pennsylvania,Berks,90
Pennsylvania,Blair,34
Pennsylvania,Bradford,14
Pennsylvania,Bucks,143
Pennsylvania,Butler,44
Pennsylvania,Cambria,42
Pennsylvania,Cameron,2
Pennsylvania,Carbon,12
Pennsylvania,Centre,31
Pennsylvania,Chester,116
Pennsylvania,Clarion,10
Pennsylvania,Clearfield,20
Pennsylvania,Clinton,9
Pennsylvania,Columbia,15
Pennsylvania,Crawford,23
Pennsylvania,Cumberland,49
Pennsylvania,Dauphin,65
Pennsylvania,Delaware,144
Pennsylvania,Elk,9
Pennsylvania,Erie,72
Pennsylvania,Fayette,36
Pennsylvania,Forest,3
Pennsylvania,Franklin,27
Pennsylvania,Fulton,3
Pennsylvania,Greene,9
Pennsylvania,Huntingdon,12
Pennsylvania,Indiana,23
Pennsylvania,Jefferson,13
Pennsylvania,Juniata,5
Pennsylvania,Lackawanna,59
Pennsylvania,Lancaster,98
Pennsylvania,Lawrence,28
Pennsylvania,Lebanon,31
Pennsylvania,Lehigh,76
Pennsylvania,Luzerne,104
Pennsylvania,Lycoming,29
Pennsylvania,McKean,12
Pennsylvania,Mercer,30
Pennsylvania,Mifflin,12
Pennsylvania,Monroe,33
Pennsylvania,Montgomery,211
Pennsylvania,Montour,4
Pennsylvania,Northampton,68
Pennsylvania,Northumberland,24
Pennsylvania,Perry,10
Pennsylvania,Philadelphia,384
Pennsylvania,Pike,18
Pennsylvania,Potter,5
Pennsylvania,Schuylkill,40
Pennsylvania,Snyder,8
Pennsylvania,Somerset,21
Pennsylvania,Sullivan,2
Pennsylvania,Susquehanna,11
Pennsylvania,Tioga,10
Pennsylvania,Union,10
Pennsylvania,Venango,16
Pennsylvania,Warren,13
Pennsylvania,Washington,59
Pennsylvania,Wayne,14
Pennsylvania,Westmoreland,100
Pennsylvania,Wyoming,7
Pennsylvania,York,90
"Rhode Island",Bristol,11
"Rhode Island",Kent,39
"Rhode Island",Newport,22
"Rhode Island",Providence,141
"Rhode Island",Washington,29
"South Carolina",Abbeville,6
"South Carolina",Aiken,33
"South Carolina",Allendale,3
"South Carolina",Anderson,39
"South Carolina",Bamberg,4
"South Carolina",Barnwell,6
"South Carolina",Beaufort,41
"South Carolina",Berkeley,45
"South Carolina",Calhoun,3
"South Carolina",Charleston,86
"South Carolina",Cherokee,13
"South Carolina",Chester,11
"South Carolina",Chesterfield,10
"South Carolina",Clarendon,12
"South Carolina",Colleton,10
"South Carolina",Darlington,16
"South Carolina",Dillon,6
"South Carolina",Dorchester,25
"South Carolina",Edgefield,6
"South Carolina",Fairfield,5
"South Carolina",Florence,33
"South Carolina",Georgetown,15
"South Carolina",Greenville,111
"South Carolina",Greenwood,14
"South Carolina",Hampton,5
"South Carolina",Horry,72
"South Carolina",Jasper,5
"South Carolina",Kershaw,15
"South Carolina",Lancaster,14
"South Carolina",Laurens,17
"South Carolina",Lee,7
"South Carolina",Lexington,74
"South Carolina",Marion,8
"South Carolina",Marlboro,7
"South Carolina",McCormick,3
"South Carolina",Newberry,8
"South Carolina",Oconee,15
"South Carolina",Orangeburg,20
"South Carolina",Pickens,28
"South Carolina",Richland,89
"South Carolina",Saluda,5
"South Carolina",Spartanburg,69
"South Carolina",Sumter,23
"South Carolina",Union,9
"South Carolina",Williamsburg,11
"South Carolina",York,46
"South Dakota",Aurora,1
"South Dakota",Beadle,6
"South Dakota",Bennett,2
"South Dakota","Bon Homme",2
"South Dakota",Brookings,6
"South Dakota",Brown,8
"South Dakota",Brule,2
"South Dakota",Buffalo,1
"South Dakota",Butte,2
"South Dakota",Campbell,1
"South Dakota","Charles Mix",3
"South Dakota",Clark,1
"South Dakota",Clay,3
"South Dakota",Codington,7
"South Dakota",Corson,2
"South Dakota",Custer,2
"South Dakota",Davison,4
"South Dakota",Day,3
"South Dakota",Deuel,2
"South Dakota",Dewey,2
"South Dakota",Douglas,1
"South Dakota",Edmunds,2
"South Dakota","Fall River",2
"South Dakota",Faulk,1
"South Dakota",Grant,2
"South Dakota",Gregory,2
"South Dakota",Haakon,1
"South Dakota",Hamlin,2
"South Dakota",Hand,2
"South Dakota",Hanson,1
"South Dakota",Harding,1
"South Dakota",Hughes,4
"South Dakota",Hutchinson,3
"South Dakota",Hyde,1
"South Dakota",Jackson,2
"South Dakota",Jerauld,1
"South Dakota",Jones,1
"South Dakota",Kingsbury,2
"South Dakota",Lake,3
"South Dakota",Lawrence,5
"South Dakota",Lincoln,11
"South Dakota",Lyman,2
"South Dakota",Marshall,1
"South Dakota",McCook,2
"South Dakota",McPherson,1
"South Dakota",Meade,5
"South Dakota",Mellette,1
"South Dakota",Miner,1
"South Dakota",Minnehaha,42
"South Dakota",Moody,2
"South Dakota",Pennington,23
"South Dakota",Perkins,1
"South Dakota",Potter,1
"South Dakota",Roberts,4
"South Dakota",Sanborn,1
"South Dakota",Shannon,3
"South Dakota",Spink,3
"South Dakota",Stanley,1
"South Dakota",Sully,1
"South Dakota",Todd,2
"South Dakota",Tripp,2
"South Dakota",Turner,2
"South Dakota",Union,3
"South Dakota",Walworth,2
"South Dakota",Yankton,5
"South Dakota",Ziebach,1
Tennessee,Anderson,18
Tennessee,Bedford,9
Tennessee,Benton,5
Tennessee,Bledsoe,3
Tennessee,Blount,28
Tennessee,Bradley,19
Tennessee,Campbell,11
Tennessee,Cannon,3
Tennessee,Carroll,8
Tennessee,Carter,17
Tennessee,Cheatham,9
Tennessee,Chester,3
Tennessee,Claiborne,9
Tennessee,Clay,2
Tennessee,Cocke,9
Tennessee,Coffee,12
Tennessee,Crockett,5
Tennessee,Cumberland,14
Tennessee,Davidson,161
Tennessee,DeKalb,4
Tennessee,Decatur,4
Tennessee,Dickson,10
Tennessee,Dyer,8
Tennessee,Fayette,11
Tennessee,Fentress,4
Tennessee,Franklin,9
Tennessee,Gibson,14
Tennessee,Giles,8
Tennessee,Grainger,5
Tennessee,Greene,15
Tennessee,Grundy,4
Tennessee,Hamblen,12
Tennessee,Hamilton,82
Tennessee,Hancock,2
Tennessee,Hardeman,6
Tennessee,Hardin,6
Tennessee,Hawkins,13
Tennessee,Haywood,6
Tennessee,Henderson,6
Tennessee,Henry,9
Tennessee,Hickman,6
Tennessee,Houston,3
Tennessee,Humphreys,5
Tennessee,Jackson,4
Tennessee,Jefferson,9
Tennessee,Johnson,5
Tennessee,Knox,112
Tennessee,Lake,2
Tennessee,Lauderdale,9
Tennessee,Lawrence,11
Tennessee,Lewis,2
Tennessee,Lincoln,9
Tennessee,Loudon,10
Tennessee,Macon,4
Tennessee,Madison,27
Tennessee,Marion,6
Tennessee,Marshall,6
Tennessee,Maury,17
Tennessee,McMinn,10
Tennessee,McNairy,7
Tennessee,Meigs,3
Tennessee,Monroe,7
Tennessee,Montgomery,39
Tennessee,Moore,2
Tennessee,Morgan,5
Tennessee,Obion,10
Tennessee,Overton,7
Tennessee,Perry,2
Tennessee,Pickett,1
Tennessee,Polk,5
Tennessee,Putnam,15
Tennessee,Rhea,6
Tennessee,Roane,11
Tennessee,Robertson,14
Tennessee,Rutherford,49
Tennessee,Scott,5
Tennessee,Sequatchie,3
Tennessee,Sevier,18
Tennessee,Shelby,221
Tennessee,Smith,5
Tennessee,Stewart,5
Tennessee,Sullivan,39
Tennessee,Sumner,42
Tennessee,Tipton,13
Tennessee,Trousdale,2
Tennessee,Unicoi,4
Tennessee,Union,4
Tennessee,"Van Buren",2
Tennessee,Warren,9
Tennessee,Washington,23
Tennessee,Wayne,4
Tennessee,Weakley,11
Tennessee,White,6
Tennessee,Williamson,37
Tennessee,Wilson,21
Texas,Anderson,11
Texas,Andrews,4
Texas,Angelina,17
Texas,Aransas,5
Texas,Archer,3
Texas,Armstrong,1
Texas,Atascosa,8
Texas,Austin,6
Texas,Bailey,1
Texas,Bandera,5
Texas,Bastrop,10
Texas,Baylor,1
Texas,Bee,7
Texas,Bell,65
Texas,Bexar,366
Texas,Blanco,2
Texas,Borden,1
Texas,Bosque,7
Texas,Bowie,18
Texas,Brazoria,51
Texas,Brazos,42
Texas,Brewster,3
Texas,Briscoe,1
Texas,Brooks,2
Texas,Brown,12
Texas,Burleson,5
Texas,Burnet,8
Texas,Caldwell,8
Texas,Calhoun,6
Texas,Callahan,3
Texas,Cameron,86
Texas,Camp,3
Texas,Carson,2
Texas,Cass,7
Texas,Castro,3
Texas,Chambers,6
